                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,           val/ave_loss,                   mIOU,         train/ave_loss,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                     15,                 1.7043,                 1.4513,                 1.7253,                0.53263,                 0.6558,                 0.6234,                0.40453,                 1.5634,                 1.3742,                 1.6467,                0.01686,                0.63891,               0.010588,                 10.675,               0.084539,               0.001513,               0.001513,               0.001513,               0.001513
                     16,                 1.6879,                 1.4249,                 1.6925,                0.62524,                0.62989,                 0.6568,                0.43242,                 1.5285,                 1.2752,                 1.5999,                0.01447,                0.64417,               0.010234,                 10.675,               0.084181,               0.001502,               0.001502,               0.001502,               0.001502
                     17,                 1.6862,                 1.4061,                 1.7056,                0.58007,                0.62645,                0.64746,                0.41142,                 1.5607,                 1.3262,                 1.6295,                0.01326,                  0.658,              0.0099714,                 10.675,               0.084061,               0.001491,               0.001491,               0.001491,               0.001491
                     18,                 1.6284,                 1.3553,                 1.6485,                0.67419,                0.64339,                0.69144,                0.43942,                 1.5351,                 1.2709,                 1.5727,                0.01225,                0.66576,              0.0097268,                 10.675,               0.084014,                0.00148,                0.00148,                0.00148,                0.00148
                     19,                 1.6129,                 1.3261,                  1.629,                0.61345,                0.67225,                0.69878,                0.45857,                 1.5165,                 1.2142,                 1.5644,                0.01424,                 0.6583,              0.0094033,                 10.675,               0.083996,               0.001469,               0.001469,               0.001469,               0.001469
                     20,                 1.5589,                 1.2854,                 1.5878,                0.63744,                0.66756,                0.71852,                0.47635,                 1.4706,                 1.1693,                 1.5581,                0.01576,                0.67487,              0.0090023,                 10.675,               0.083988,               0.001458,               0.001458,               0.001458,               0.001458
                     21,                 1.5694,                 1.2719,                 1.5926,                0.60937,                0.70243,                0.72054,                  0.478,                 1.4413,                 1.1428,                 1.4912,                0.01119,                0.68674,              0.0092486,                 10.675,               0.083985,               0.001447,               0.001447,               0.001447,               0.001447
                     22,                 1.5113,                 1.2351,                 1.5475,                0.67511,                0.69423,                0.75022,                0.51289,                 1.3546,                 1.0897,                 1.4519,                0.01272,                0.68797,              0.0084459,                 10.675,               0.083984,               0.001436,               0.001436,               0.001436,               0.001436
                     23,                  1.535,                 1.2493,                 1.5627,                0.72525,                0.70968,                0.77246,                0.52904,                 1.3319,                  1.067,                 1.4399,                0.01116,                0.69809,               0.010705,                 10.675,               0.083984,               0.001425,               0.001425,               0.001425,               0.001425
                     24,                 1.4833,                 1.2067,                 1.5343,                0.67475,                 0.7337,                0.75474,                0.52241,                 1.3351,                  1.098,                 1.4541,                0.01489,                0.69553,              0.0079464,                 10.675,               0.083984,              0.0014139,              0.0014139,              0.0014139,              0.0014139
                     25,                 1.4467,                 1.1908,                 1.5067,                 0.7825,                0.67592,                0.78876,                0.54228,                 1.3019,                 1.0282,                 1.4297,                0.01061,                0.68986,              0.0087182,                 10.675,               0.083984,              0.0014029,              0.0014029,              0.0014029,              0.0014029
                     26,                 1.4342,                 1.1462,                 1.4877,                0.78895,                0.65331,                0.78542,                0.54603,                 1.3288,                 1.0343,                 1.4094,                0.01765,                0.70393,              0.0077373,                 10.675,               0.083984,              0.0013919,              0.0013919,              0.0013919,              0.0013919
                     27,                 1.4635,                 1.1592,                 1.5027,                0.77951,                0.67731,                0.80454,                0.54911,                 1.3231,                  1.001,                  1.425,                0.01096,                0.68732,              0.0070604,                 10.675,               0.083984,              0.0013809,              0.0013809,              0.0013809,              0.0013809
                     28,                 1.4273,                 1.1271,                 1.4814,                0.73935,                0.72915,                0.81088,                0.57274,                  1.256,                0.99694,                 1.3889,                0.01443,                0.69709,               0.007763,                 10.675,               0.083984,              0.0013699,              0.0013699,              0.0013699,              0.0013699
                     29,                 1.3759,                 1.0835,                 1.4475,                 0.7932,                0.68255,                0.79316,                0.55914,                 1.2539,                  1.018,                 1.3899,                 0.0162,                0.69297,              0.0073318,                 10.675,               0.083984,              0.0013589,              0.0013589,              0.0013589,              0.0013589
                     30,                 1.4032,                 1.1092,                 1.4582,                0.77507,                0.70531,                0.80549,                0.57095,                 1.2657,                 1.0379,                 1.3634,                0.01573,                0.68422,              0.0079654,                 10.675,               0.083984,              0.0013479,              0.0013479,              0.0013479,              0.0013479
                     31,                 1.3525,                 1.0654,                 1.4275,                0.67089,                0.77974,                0.80978,                0.57835,                 1.2339,                0.96635,                 1.3648,                0.01219,                0.70362,              0.0085022,                 10.675,               0.083984,              0.0013369,              0.0013369,              0.0013369,              0.0013369
                     32,                 1.3456,                 1.0632,                 1.4204,                0.80182,                0.71244,                0.83325,                 0.5903,                 1.2301,                0.94378,                 1.3362,                0.01199,                0.69946,              0.0067702,                 10.675,               0.083984,              0.0013259,              0.0013259,              0.0013259,              0.0013259
                     33,                 1.3166,                 1.0256,                  1.397,                0.73877,                0.78869,                0.83386,                0.59567,                 1.2076,                0.89779,                 1.3441,                0.01107,                0.71073,              0.0072782,                 10.675,               0.083984,              0.0013149,              0.0013149,              0.0013149,              0.0013149
                     34,                  1.328,                  1.018,                 1.4063,                0.80596,                0.74764,                0.84896,                0.61391,                 1.1966,                0.87054,                 1.3235,                 0.0117,                 0.6933,              0.0075951,                 10.675,               0.083984,              0.0013039,              0.0013039,              0.0013039,              0.0013039
                     35,                 1.3238,                 1.0157,                 1.4018,                0.78559,                0.80514,                0.86132,                0.61199,                 1.1948,                0.87963,                 1.3274,                0.01147,                0.72306,              0.0068427,                 10.675,               0.083984,              0.0012929,              0.0012929,              0.0012929,              0.0012929
                     36,                 1.2977,                0.99696,                 1.3859,                0.80742,                0.77886,                0.86349,                0.62491,                 1.1605,                0.83431,                 1.2973,                0.01279,                0.70521,              0.0069362,                 10.675,               0.083984,              0.0012819,              0.0012819,              0.0012819,              0.0012819
                     37,                   1.27,                0.97424,                 1.3657,                 0.7646,                0.76561,                0.84355,                0.61273,                 1.1752,                0.87025,                 1.3164,                0.01108,                0.69959,              0.0069284,                 10.675,               0.083984,              0.0012709,              0.0012709,              0.0012709,              0.0012709
                     38,                 1.2683,                0.97682,                 1.3609,                0.84458,                0.75319,                0.86719,                0.62984,                 1.1462,                0.82634,                 1.2917,                0.01208,                0.71403,              0.0071477,                 10.675,               0.083984,              0.0012599,              0.0012599,              0.0012599,              0.0012599
                     39,                 1.2797,                0.97256,                 1.3681,                0.81303,                0.77652,                0.86511,                0.62973,                 1.1333,                0.83959,                 1.2953,                0.01254,                0.72472,              0.0063881,                 10.675,               0.083984,              0.0012489,              0.0012489,              0.0012489,              0.0012489
                     40,                 1.2682,                0.97065,                 1.3546,                0.82095,                0.73475,                0.84646,                0.61708,                 1.1427,                0.84078,                 1.2955,                0.00976,                0.71981,              0.0063361,                 10.675,               0.083984,              0.0012379,              0.0012379,              0.0012379,              0.0012379
                     41,                  1.265,                0.96695,                 1.3505,                0.85476,                0.78043,                0.87859,                0.64545,                 1.1283,                0.80765,                 1.2733,                0.01125,                0.70618,              0.0063751,                 10.675,               0.083984,              0.0012269,              0.0012269,              0.0012269,              0.0012269
                     42,                 1.2428,                0.93644,                 1.3276,                0.83843,                0.76936,                0.86968,                0.62816,                 1.1651,                0.82473,                 1.3047,                0.00964,                0.73322,              0.0061595,                 10.675,               0.083984,              0.0012159,              0.0012159,              0.0012159,              0.0012159
                     43,                 1.2497,                0.94254,                 1.3432,                0.80926,                 0.8031,                0.87867,                0.65175,                 1.1061,                0.78168,                  1.271,                0.00977,                 0.7313,              0.0063739,                 10.675,               0.083984,              0.0012049,              0.0012049,              0.0012049,              0.0012049
                     44,                 1.2367,                 0.9222,                 1.3308,                0.84529,                0.77872,                0.87595,                0.65264,                  1.096,                0.81792,                 1.2607,                0.01154,                0.73471,              0.0062183,                 10.675,               0.083984,              0.0011939,              0.0011939,              0.0011939,              0.0011939
                     45,                 1.2048,                 0.9099,                 1.3232,                0.85323,                0.75135,                0.87482,                0.64645,                 1.1248,                 0.7833,                 1.2739,                0.01112,                0.70266,              0.0065669,                 10.675,               0.083984,              0.0011829,              0.0011829,              0.0011829,              0.0011829
                     46,                 1.2213,                0.91094,                 1.3201,                0.86401,                0.76821,                0.86863,                0.64108,                 1.1163,                0.78408,                 1.2591,                0.00888,                0.73184,              0.0057725,                 10.675,               0.083984,              0.0011719,              0.0011719,              0.0011719,              0.0011719
                     47,                 1.2111,                0.90954,                  1.316,                0.81541,                0.80667,                0.88278,                0.65282,                 1.0907,                 0.7615,                 1.2409,                 0.0123,                0.73829,              0.0063981,                 10.675,               0.083984,              0.0011609,              0.0011609,              0.0011609,              0.0011609
                     48,                 1.2275,                0.90725,                 1.3187,                 0.8676,                0.77588,                0.88323,                0.66392,                 1.0756,                0.74967,                 1.2439,                0.00944,                 0.7359,              0.0053997,                 10.675,               0.083984,              0.0011499,              0.0011499,              0.0011499,              0.0011499
                     49,                 1.1801,                0.86644,                 1.2916,                 0.8405,                0.80072,                0.89225,                0.66301,                 1.0764,                0.72929,                 1.2378,                0.00996,                 0.7263,              0.0054386,                 10.675,               0.083984,              0.0011389,              0.0011389,              0.0011389,              0.0011389
                     50,                 1.1786,                0.85413,                 1.2943,                0.86015,                0.80672,                0.89351,                0.67454,                 1.0435,                0.72167,                 1.2099,                0.00996,                0.74121,              0.0059098,                 10.675,               0.083984,              0.0011279,              0.0011279,              0.0011279,              0.0011279
                     51,                 1.1556,                0.84922,                  1.271,                0.85209,                0.78283,                0.88647,                0.66036,                 1.0635,                0.78091,                 1.2252,                0.00932,                0.74095,              0.0061782,                 10.675,               0.083984,              0.0011169,              0.0011169,              0.0011169,              0.0011169
                     52,                 1.1704,                0.86318,                 1.2825,                0.85029,                0.79115,                 0.8796,                0.65749,                 1.0864,                0.75594,                 1.2395,                0.01028,                0.73073,              0.0059237,                 10.675,               0.083984,              0.0011059,              0.0011059,              0.0011059,              0.0011059
                     53,                 1.1896,                0.86648,                 1.2948,                0.82307,                0.82816,                0.89386,                0.66553,                  1.091,                0.73358,                 1.2634,                0.00877,                0.72074,              0.0061677,                 10.675,               0.083984,              0.0010949,              0.0010949,              0.0010949,              0.0010949
                     54,                  1.154,                0.84504,                 1.2692,                0.87238,                0.79593,                0.91079,                0.67541,                 1.0498,                0.70976,                 1.2259,                0.00862,                0.74394,              0.0053202,                 10.675,               0.083984,              0.0010839,              0.0010839,              0.0010839,              0.0010839
                     55,                 1.1649,                0.84497,                 1.2694,                0.84235,                0.82325,                0.89862,                0.68228,                 1.0272,                0.70006,                 1.2004,                0.00911,                0.75043,              0.0049749,                 10.675,               0.083984,              0.0010729,              0.0010729,              0.0010729,              0.0010729
                     56,                 1.1448,                0.83849,                  1.262,                0.86432,                 0.8194,                0.89551,                 0.6639,                 1.0664,                0.72298,                 1.2221,                0.01099,                0.75088,              0.0051221,                 10.675,               0.083984,              0.0010619,              0.0010619,              0.0010619,              0.0010619
                     57,                 1.1417,                0.82679,                 1.2667,                0.85003,                0.83787,                0.91886,                0.68545,                 1.0581,                0.69305,                 1.2239,                0.01058,                0.72359,              0.0051392,                 10.675,               0.083984,              0.0010509,              0.0010509,              0.0010509,              0.0010509
                     58,                 1.1487,                0.82583,                 1.2743,                0.81356,                 0.8366,                0.90067,                0.68144,                 1.0593,                0.70312,                 1.2179,                0.00919,                 0.7425,              0.0050547,                 10.675,               0.083984,              0.0010399,              0.0010399,              0.0010399,              0.0010399
                     59,                 1.1361,                0.81847,                 1.2532,                0.86534,                0.79464,                0.89865,                0.67579,                 1.0709,                0.76093,                 1.2285,                0.00842,                0.74503,              0.0055065,                 10.675,               0.083984,              0.0010289,              0.0010289,              0.0010289,              0.0010289
                     60,                 1.1298,                0.81313,                 1.2447,                 0.8463,                0.85337,                0.91621,                 0.6927,                 1.0386,                0.68925,                 1.1949,                0.00819,                0.74839,              0.0053109,                 10.675,               0.083984,              0.0010179,              0.0010179,              0.0010179,              0.0010179
                     61,                 1.1021,                0.78802,                 1.2299,                0.86638,                0.78264,                0.89482,                0.67585,                 1.0419,                0.72709,                 1.2073,                0.01057,                0.74062,              0.0057757,                 10.675,               0.083984,              0.0010069,              0.0010069,              0.0010069,              0.0010069
                     62,                 1.1192,                0.80149,                 1.2503,                0.81086,                0.86487,                0.90685,                0.67864,                 1.0581,                0.69573,                  1.201,                0.00877,                0.73473,              0.0057928,                 10.675,               0.083984,             0.00099587,             0.00099587,             0.00099587,             0.00099587
                     63,                 1.1273,                0.79456,                 1.2441,                 0.8728,                0.83476,                0.91061,                0.68866,                 1.0298,                0.69323,                 1.1929,                0.00979,                  0.738,              0.0050742,                 10.675,               0.083984,             0.00098486,             0.00098486,             0.00098486,             0.00098486
                     64,                 1.1106,                0.81051,                 1.2395,                0.88481,                0.81795,                0.90731,                0.69234,                 1.0154,                0.68502,                 1.1884,                0.00984,                0.74274,              0.0046748,                 10.675,               0.083984,             0.00097386,             0.00097386,             0.00097386,             0.00097386
                     65,                 1.1086,                0.78388,                 1.2337,                0.88778,                0.81186,                0.91699,                0.69721,                 1.0209,                0.67817,                 1.1885,                0.01008,                0.73858,              0.0049195,                 10.675,               0.083984,             0.00096286,             0.00096286,             0.00096286,             0.00096286
                     66,                 1.0989,                0.78272,                 1.2296,                0.83105,                0.85579,                0.91344,                0.70104,                 1.0088,                0.64886,                 1.1733,                0.00892,                0.73042,              0.0051304,                 10.675,               0.083984,             0.00095186,             0.00095186,             0.00095186,             0.00095186
                     67,                 1.0964,                  0.775,                 1.2321,                0.87598,                0.85155,                0.91812,                0.70585,                 1.0165,                 0.6539,                 1.1899,                0.00923,                0.74461,              0.0049817,                 10.675,               0.083984,             0.00094085,             0.00094085,             0.00094085,             0.00094085
                     68,                 1.0874,                0.77077,                 1.2289,                0.88066,                0.83301,                0.91745,                0.70131,                 1.0124,                0.64666,                 1.1853,                0.00995,                0.73734,              0.0050619,                 10.675,               0.083984,             0.00092985,             0.00092985,             0.00092985,             0.00092985
                     69,                 1.0685,                0.76559,                 1.2164,                0.86154,                0.86144,                0.92003,                 0.7044,                 1.0075,                0.65946,                 1.1825,                0.00951,                0.74664,              0.0043382,                 10.675,               0.083984,             0.00091885,             0.00091885,             0.00091885,             0.00091885
                     70,                 1.0884,                0.76946,                 1.2259,                0.88836,                0.83691,                  0.918,                0.70947,                0.99969,                0.65156,                 1.1701,                0.00951,                0.74329,              0.0046065,                 10.675,               0.083984,             0.00090785,             0.00090785,             0.00090785,             0.00090785
                     71,                 1.0663,                0.74502,                 1.2105,                0.87713,                0.83345,                0.92068,                0.70855,                 1.0012,                0.63531,                 1.1837,                0.01089,                0.70518,              0.0047025,                 10.675,               0.083984,             0.00089685,             0.00089685,             0.00089685,             0.00089685
                     72,                 1.0632,                0.73687,                 1.2092,                0.87746,                0.84899,                0.92374,                0.71696,                 1.0131,                0.62807,                 1.1744,                0.00898,                0.75302,              0.0051303,                 10.675,               0.083984,             0.00088584,             0.00088584,             0.00088584,             0.00088584
                     73,                 1.0496,                 0.7323,                 1.1976,                0.86052,                0.85027,                0.91356,                 0.7032,                 1.0298,                0.66018,                 1.1654,                0.00807,                0.74668,              0.0043417,                 10.675,               0.083984,             0.00087484,             0.00087484,             0.00087484,             0.00087484
                     74,                 1.0612,                0.72547,                 1.2055,                0.87736,                0.82999,                0.91761,                0.70968,                 1.0063,                0.65127,                 1.1683,                0.01092,                0.74118,              0.0052176,                 10.675,               0.083984,             0.00086384,             0.00086384,             0.00086384,             0.00086384
                     75,                 1.0631,                0.73736,                 1.2027,                0.85351,                0.84497,                0.90859,                0.70074,                0.99101,                0.65473,                  1.155,                0.00901,                0.73341,              0.0048837,                 10.675,               0.083984,             0.00085284,             0.00085284,             0.00085284,             0.00085284
                     76,                 1.0275,                0.71013,                 1.1805,                0.88687,                0.83696,                0.91525,                 0.7071,                 1.0005,                 0.6295,                 1.1608,                  0.008,                 0.7472,              0.0049662,                 10.675,               0.083984,             0.00084184,             0.00084184,             0.00084184,             0.00084184
                     77,                 1.0419,                0.73579,                  1.195,                0.86798,                0.83849,                0.91653,                 0.7027,                0.99274,                0.66319,                 1.1594,                0.01044,                0.74216,              0.0046477,                 10.675,               0.083984,             0.00083083,             0.00083083,             0.00083083,             0.00083083
                     78,                  1.045,                0.73023,                 1.1965,                0.88395,                0.84519,                0.92828,                0.71347,                0.99234,                0.62684,                 1.1588,                 0.0079,                0.75303,              0.0041679,                 10.675,               0.083984,             0.00081983,             0.00081983,             0.00081983,             0.00081983
                     79,                 1.0598,                0.73479,                 1.1995,                0.87442,                0.86648,                0.92494,                0.71267,                0.99011,                0.63294,                 1.1631,                0.00975,                0.75049,              0.0045991,                 10.675,               0.083984,             0.00080883,             0.00080883,             0.00080883,             0.00080883
                     80,                 1.0357,                0.71412,                 1.1908,                0.83977,                0.87737,                0.91687,                0.71321,                0.96334,                0.64173,                 1.1439,                0.00855,                0.75088,              0.0045308,                 10.675,               0.083984,             0.00079783,             0.00079783,             0.00079783,             0.00079783
                     81,                 1.0322,                0.71531,                 1.1881,                0.90083,                  0.835,                0.93027,                 0.7225,                 0.9785,                0.61653,                 1.1504,                0.00898,                0.75144,              0.0042027,                 10.675,               0.083984,             0.00078682,             0.00078682,             0.00078682,             0.00078682
                     82,                 1.0266,                0.70742,                 1.1802,                0.85943,                0.87471,                0.92128,                0.71247,                0.99166,                0.63855,                 1.1533,                0.00945,                0.73905,              0.0045083,                 10.675,               0.083984,             0.00077582,             0.00077582,             0.00077582,             0.00077582
                     83,                 1.0197,                0.70954,                 1.1806,                0.86145,                 0.8676,                  0.924,                0.70948,                0.99941,                0.63003,                 1.1669,                 0.0084,                0.72986,              0.0047781,                 10.675,               0.083984,             0.00076482,             0.00076482,             0.00076482,             0.00076482
                     84,                 1.0277,                0.69536,                 1.1766,                0.87014,                0.85723,                0.92458,                0.72229,                0.98367,                0.62666,                 1.1617,                0.01078,                0.74257,              0.0046725,                 10.675,               0.083984,             0.00075382,             0.00075382,             0.00075382,             0.00075382
                     85,                 1.0118,                0.69809,                 1.1737,                0.85245,                0.86318,                0.92369,                0.71876,                 0.9701,                0.61487,                 1.1408,                0.00872,                0.76053,              0.0040675,                 10.675,               0.083984,             0.00074282,             0.00074282,             0.00074282,             0.00074282
                     86,                 1.0122,                0.69889,                 1.1673,                0.88269,                0.86997,                0.92332,                0.71471,                 1.0052,                0.61937,                 1.1789,                0.00872,                0.75541,              0.0046479,                 10.675,               0.083984,             0.00073181,             0.00073181,             0.00073181,             0.00073181
                     87,                 1.0161,                0.69696,                 1.1788,                0.87573,                0.85556,                0.92472,                 0.7142,                0.99268,                0.62855,                  1.161,                0.00929,                0.75021,              0.0040102,                 10.675,               0.083984,             0.00072081,             0.00072081,             0.00072081,             0.00072081
                     88,                 1.0053,                0.70054,                 1.1703,                0.89095,                0.88272,                0.93208,                0.72591,                0.95727,                0.59598,                 1.1322,                0.00895,                0.76002,              0.0044741,                 10.675,               0.083984,             0.00070981,             0.00070981,             0.00070981,             0.00070981
                     89,                 1.0069,                0.68882,                 1.1678,                0.87165,                0.86973,                0.92404,                 0.7174,                0.96426,                0.60994,                 1.1454,                0.00816,                0.75667,              0.0039973,                 10.675,               0.083984,             0.00069881,             0.00069881,             0.00069881,             0.00069881
                     90,                 1.0106,                0.68641,                 1.1766,                0.90975,                0.84586,                0.92502,                0.72767,                0.96439,                0.59606,                 1.1397,                0.00724,                0.76259,              0.0043428,                 10.675,               0.083984,              0.0006878,              0.0006878,              0.0006878,              0.0006878
                     91,                0.98014,                0.66194,                 1.1571,                0.90538,                0.85555,                0.92542,                0.72446,                0.96266,                 0.6147,                 1.1453,                0.00889,                0.76265,              0.0039475,                 10.675,               0.083984,              0.0006768,              0.0006768,              0.0006768,              0.0006768
                     92,                 1.0004,                0.68433,                 1.1693,                0.88042,                0.86862,                0.92193,                0.72003,                0.99133,                0.63084,                 1.1517,                0.00787,                0.75205,              0.0040074,                 10.675,               0.083984,              0.0006658,              0.0006658,              0.0006658,              0.0006658
                     93,                0.99334,                0.67767,                 1.1643,                0.87358,                0.85396,                0.91348,                0.70892,                0.96815,                0.62767,                 1.1346,                0.00886,                0.75466,               0.003698,                 10.675,               0.083984,              0.0006548,              0.0006548,              0.0006548,              0.0006548
                     94,                0.98869,                0.66949,                 1.1592,                0.89093,                0.85492,                0.92281,                0.72491,                0.94493,                0.61685,                 1.1323,                0.00826,                0.75266,              0.0040103,                 10.675,               0.083984,              0.0006438,              0.0006438,              0.0006438,              0.0006438
                     95,                0.98447,                0.66345,                 1.1592,                0.90627,                0.85374,                 0.9287,                0.73081,                0.95216,                0.60274,                 1.1359,                0.00784,                  0.756,              0.0041999,                 10.675,               0.083984,             0.00063279,             0.00063279,             0.00063279,             0.00063279
                     96,                 0.9821,                0.65565,                   1.16,                0.86657,                0.86677,                0.92495,                0.72596,                0.95503,                0.59761,                 1.1396,                0.00787,                0.74888,              0.0043781,                 10.675,               0.083984,             0.00062179,             0.00062179,             0.00062179,             0.00062179
                     97,                 0.9853,                0.66495,                 1.1567,                0.87871,                0.87488,                0.92455,                0.72748,                0.98393,                0.61176,                 1.1523,                0.00927,                0.73309,              0.0040248,                 10.675,               0.083984,             0.00061079,             0.00061079,             0.00061079,             0.00061079
                     98,                0.97874,                 0.6574,                 1.1592,                0.87214,                0.85882,                0.92163,                0.72605,                0.95049,                 0.6125,                 1.1275,                0.00799,                0.74977,              0.0039743,                 10.675,               0.083984,             0.00059979,             0.00059979,             0.00059979,             0.00059979
                     99,                0.97947,                0.63938,                 1.1528,                0.88264,                0.88393,                0.93414,                0.73813,                0.93122,                0.57826,                 1.1229,                0.00865,                0.75517,              0.0039399,                 10.675,               0.083984,             0.00058878,             0.00058878,             0.00058878,             0.00058878
                    100,                0.97393,                0.65742,                 1.1497,                0.88713,                0.84976,                0.91651,                0.71831,                0.95489,                0.61901,                 1.1398,                0.00726,                0.76063,              0.0036684,                 10.675,               0.083984,             0.00057778,             0.00057778,             0.00057778,             0.00057778
                    101,                0.97109,                 0.6801,                 1.1565,                0.91498,                0.86225,                 0.9274,                0.72982,                0.94887,                0.58818,                 1.1249,                0.00833,                0.75944,              0.0066474,                 10.675,               0.083984,             0.00056678,             0.00056678,             0.00056678,             0.00056678
                    102,                0.97253,                0.64813,                 1.1535,                0.90239,                0.86124,                0.93004,                0.73531,                0.93962,                0.58459,                 1.1207,                0.00907,                0.74625,              0.0037236,                 10.675,               0.083984,             0.00055578,             0.00055578,             0.00055578,             0.00055578
                    103,                0.95059,                0.63528,                 1.1375,                0.89472,                0.87326,                0.92511,                0.73276,                0.94512,                0.58389,                  1.118,                0.00808,                0.76257,              0.0036115,                 10.675,               0.083984,             0.00054478,             0.00054478,             0.00054478,             0.00054478
                    104,                0.95837,                0.63958,                 1.1435,                0.89462,                0.86918,                0.92536,                0.72522,                 0.9432,                  0.589,                  1.122,                0.00792,                0.76149,              0.0036767,                 10.675,               0.083984,             0.00053377,             0.00053377,             0.00053377,             0.00053377
                    105,                0.94981,                0.62468,                 1.1307,                0.90604,                0.85162,                 0.9218,                0.72781,                0.93581,                0.61133,                 1.1221,                0.00831,                0.75491,              0.0036431,                 10.675,               0.083984,             0.00052277,             0.00052277,             0.00052277,             0.00052277
                    106,                0.95155,                 0.6304,                 1.1403,                0.88421,                0.89129,                0.93316,                0.74088,                0.92747,                0.56391,                 1.1179,                0.00747,                0.76593,              0.0036547,                 10.675,               0.083984,             0.00051177,             0.00051177,             0.00051177,             0.00051177
